Wiek;Płeć;5 km Czas;Czas
41.0;M;1358.0;5964.0
34.0;M;1382.0;5964.0
24.0;M;1391.0;5965.0
40.0;M;1385.0;5966.0
41.0;M;1390.0;5966.0
44.0;M;1419.0;5967.0
32.0;M;1329.0;5967.0
23.0;M;1422.0;5967.0
31.0;M;1343.0;5968.0
42.0;M;1380.0;5969.0
33.0;M;1383.0;5970.0
43.0;M;1434.0;5970.0
51.0;K;1397.0;5970.0
47.0;M;1383.0;5971.0
25.0;M;1307.0;5971.0
45.0;M;1382.0;5972.0
33.0;M;1280.0;5972.0
33.0;M;1375.0;5972.0
53.0;M;1373.0;5972.0
48.0;M;1421.0;5972.0
38.0;M;1304.0;5972.0
60.0;M;1370.0;5973.0
42.0;M;1368.0;5974.0
40.0;M;1378.0;5974.0
34.0;M;1416.0;5974.0
56.0;M;1376.0;5975.0
30.0;M;1381.0;5975.0
45.0;M;1413.0;5976.0
33.0;M;1312.0;5976.0
27.0;M;1389.0;5976.0
56.0;M;1368.0;5976.0
43.0;M;1348.0;5976.0
26.0;K;1342.0;5977.0
43.0;M;1385.0;5977.0
50.0;K;1383.0;5977.0
46.0;M;1379.0;5977.0
30.0;M;1346.0;5980.0
28.0;M;1347.0;5981.0
33.0;M;1380.0;5981.0
45.0;M;1385.0;5982.0
36.0;M;1403.0;5982.0
42.0;M;1351.0;5983.0
52.0;M;1406.0;5984.0
41.0;M;1383.0;5984.0
29.0;M;1380.0;5984.0
41.0;M;1307.0;5985.0
39.0;M;1384.0;5986.0
32.0;M;1385.0;5986.0
43.0;M;1419.0;5986.0
67.0;M;1377.0;5986.0
28.0;M;1413.0;5986.0
36.0;M;1349.0;5987.0
43.0;M;1332.0;5987.0
29.0;M;1421.0;5988.0
40.0;M;1381.0;5988.0
31.0;M;1354.0;5989.0
19.0;M;1366.0;5989.0
29.0;M;1276.0;5989.0
46.0;M;1337.0;5990.0
42.0;M;1385.0;5990.0
24.0;M;1394.0;5990.0
44.0;M;1400.0;5990.0
55.0;M;1394.0;5991.0
44.0;M;1375.0;5991.0
39.0;M;1384.0;5992.0
41.0;M;1359.0;5993.0
36.0;M;1388.0;5994.0
33.0;M;1302.0;5995.0
23.0;M;1425.0;5996.0
37.0;M;1343.0;5997.0
41.0;M;1387.0;5997.0
46.0;M;1373.0;5997.0
33.0;K;1394.0;5997.0
46.0;M;1391.0;5997.0
41.0;K;1367.0;5998.0
31.0;M;1392.0;5998.0
39.0;M;1406.0;5999.0
47.0;M;1426.0;5999.0
35.0;K;1373.0;6002.0
43.0;M;1381.0;6002.0
35.0;M;1383.0;6002.0
34.0;M;1422.0;6003.0
52.0;M;1364.0;6003.0
36.0;M;1375.0;6003.0
48.0;M;1395.0;6004.0
31.0;M;1467.0;6004.0
41.0;M;1408.0;6004.0
34.0;K;1397.0;6004.0
45.0;M;1268.0;6006.0
40.0;M;1438.0;6006.0
43.0;K;1362.0;6007.0
45.0;M;1327.0;6009.0
36.0;M;1372.0;6013.0
32.0;M;1398.0;6013.0
33.0;M;1445.0;6013.0
43.0;K;1402.0;6013.0
49.0;M;1402.0;6013.0
44.0;M;1317.0;6014.0
41.0;M;1487.0;6014.0
39.0;M;1375.0;6015.0
38.0;M;1394.0;6016.0
42.0;M;1382.0;6018.0
33.0;M;1316.0;6018.0
31.0;M;1511.0;6019.0
31.0;M;1398.0;6019.0
46.0;M;1398.0;6020.0
36.0;M;1386.0;6020.0
44.0;M;1355.0;6021.0
36.0;M;1348.0;6021.0
49.0;M;1452.0;6021.0
39.0;M;1347.0;6021.0
44.0;M;1414.0;6026.0
41.0;M;1378.0;6026.0
41.0;M;1385.0;6026.0
39.0;K;1401.0;6027.0
37.0;M;1384.0;6027.0
42.0;M;1397.0;6028.0
35.0;M;1328.0;6029.0
43.0;M;1407.0;6029.0
37.0;M;1314.0;6031.0
42.0;M;1411.0;6031.0
23.0;M;1360.0;6032.0
28.0;M;1411.0;6034.0
47.0;M;1385.0;6035.0
61.0;M;1397.0;6035.0
40.0;M;1339.0;6036.0
38.0;M;1425.0;6036.0
36.0;M;1372.0;6039.0
49.0;M;1379.0;6041.0
48.0;M;1330.0;6041.0
53.0;M;1432.0;6042.0
38.0;M;1334.0;6042.0
26.0;K;1339.0;6043.0
36.0;M;1380.0;6043.0
24.0;M;1418.0;6043.0
40.0;M;1423.0;6044.0
51.0;M;1434.0;6044.0
44.0;M;1434.0;6044.0
42.0;M;1434.0;6045.0
44.0;K;1400.0;6045.0
32.0;M;1380.0;6046.0
48.0;M;1455.0;6046.0
29.0;M;1379.0;6046.0
26.0;K;1451.0;6047.0
59.0;M;1444.0;6047.0
19.0;M;1368.0;6048.0
41.0;M;1356.0;6049.0
34.0;M;1416.0;6051.0
39.0;M;1411.0;6051.0
36.0;M;1340.0;6051.0
36.0;M;1415.0;6051.0
31.0;M;1348.0;6051.0
54.0;M;1438.0;6052.0
38.0;K;1440.0;6053.0
32.0;K;1417.0;6054.0
32.0;K;1398.0;6056.0
51.0;M;1431.0;6056.0
28.0;K;1431.0;6057.0
57.0;M;1425.0;6058.0
30.0;M;1393.0;6061.0
43.0;M;1318.0;6062.0
52.0;M;1432.0;6062.0
41.0;M;1409.0;6063.0
46.0;M;1280.0;6065.0
47.0;K;1371.0;6066.0
34.0;M;1462.0;6067.0
47.0;M;1424.0;6067.0
33.0;M;1426.0;6068.0
42.0;M;1379.0;6068.0
46.0;M;1335.0;6068.0
33.0;M;1463.0;6069.0
22.0;K;1425.0;6070.0
47.0;M;1464.0;6070.0
43.0;K;1437.0;6071.0
37.0;M;1381.0;6071.0
47.0;K;1441.0;6072.0
44.0;M;1346.0;6072.0
25.0;M;1302.0;6072.0
33.0;K;1416.0;6073.0
29.0;M;1391.0;6073.0
44.0;M;1431.0;6074.0
25.0;M;1330.0;6074.0
49.0;M;1427.0;6075.0
49.0;M;1349.0;6075.0
28.0;M;1437.0;6076.0
46.0;M;1361.0;6076.0
43.0;M;1389.0;6079.0
41.0;M;1384.0;6080.0
26.0;M;1334.0;6080.0
31.0;M;1411.0;6080.0
20.0;M;1378.0;6080.0
51.0;M;1443.0;6081.0
38.0;M;1337.0;6081.0
42.0;M;1389.0;6082.0
45.0;M;1324.0;6082.0
37.0;M;1409.0;6083.0
34.0;M;1347.0;6083.0
53.0;M;1422.0;6083.0
25.0;M;1382.0;6083.0
31.0;M;1506.0;6083.0
;M;1481.0;6083.0
33.0;M;1432.0;6083.0
31.0;M;1328.0;6084.0
45.0;M;1419.0;6084.0
39.0;M;1388.0;6084.0
30.0;M;1438.0;6088.0
37.0;K;1266.0;6088.0
28.0;M;1401.0;6089.0
44.0;M;1368.0;6089.0
41.0;M;1484.0;6089.0
40.0;M;1407.0;6089.0
46.0;M;1431.0;6090.0
45.0;M;1402.0;6090.0
28.0;M;1389.0;6091.0
33.0;M;1410.0;6091.0
22.0;M;1502.0;6091.0
44.0;M;1449.0;6093.0
38.0;M;1414.0;6093.0
36.0;M;1450.0;6094.0
51.0;K;1436.0;6095.0
29.0;M;1357.0;6095.0
50.0;M;1393.0;6096.0
50.0;M;1390.0;6098.0
47.0;M;1399.0;6098.0
42.0;M;1431.0;6098.0
47.0;M;1442.0;6100.0
26.0;M;1437.0;6100.0
32.0;K;1403.0;6100.0
48.0;M;1429.0;6100.0
24.0;M;1420.0;6101.0
55.0;M;1377.0;6102.0
39.0;M;1353.0;6103.0
31.0;M;1445.0;6103.0
27.0;K;1338.0;6105.0
48.0;M;1307.0;6106.0
29.0;M;1363.0;6106.0
27.0;M;1359.0;6109.0
27.0;M;1408.0;6109.0
26.0;M;1383.0;6109.0
41.0;M;1343.0;6109.0
50.0;M;1357.0;6110.0
46.0;M;1444.0;6111.0
39.0;M;1391.0;6112.0
30.0;M;1354.0;6113.0
43.0;M;1379.0;6113.0
41.0;M;1283.0;6114.0
27.0;M;1440.0;6115.0
42.0;K;1418.0;6116.0
55.0;M;1346.0;6116.0
42.0;K;1399.0;6116.0
21.0;M;1445.0;6116.0
47.0;M;1429.0;6117.0
49.0;M;1396.0;6118.0
30.0;M;1433.0;6118.0
37.0;M;1386.0;6118.0
37.0;M;1389.0;6118.0
40.0;M;1430.0;6118.0
35.0;M;1413.0;6118.0
29.0;M;1352.0;6119.0
34.0;M;1462.0;6119.0
28.0;M;1438.0;6119.0
34.0;M;1392.0;6120.0
24.0;M;1431.0;6121.0
;M;1440.0;6122.0
23.0;M;1459.0;6122.0
33.0;M;1373.0;6123.0
41.0;M;1351.0;6123.0
52.0;M;1307.0;6123.0
54.0;M;1389.0;6124.0
46.0;M;1426.0;6124.0
40.0;M;1440.0;6124.0
41.0;M;1342.0;6124.0
23.0;K;1437.0;6124.0
48.0;M;1423.0;6124.0
33.0;M;1415.0;6124.0
;K;1296.0;6125.0
43.0;M;1425.0;6126.0
23.0;M;1345.0;6127.0
29.0;M;1435.0;6128.0
43.0;M;1319.0;6129.0
50.0;M;1428.0;6129.0
39.0;M;1374.0;6129.0
46.0;M;1333.0;6131.0
33.0;M;1483.0;6131.0
38.0;M;1512.0;6132.0
51.0;M;1415.0;6132.0
24.0;M;1475.0;6132.0
39.0;M;1451.0;6134.0
37.0;M;1378.0;6134.0
44.0;M;1398.0;6135.0
38.0;M;1418.0;6136.0
35.0;M;1401.0;6136.0
49.0;M;1439.0;6137.0
48.0;M;1463.0;6137.0
38.0;K;1418.0;6137.0
27.0;M;1360.0;6138.0
44.0;M;1417.0;6138.0
64.0;M;1436.0;6139.0
;M;1413.0;6141.0
26.0;M;1434.0;6142.0
44.0;M;1403.0;6142.0
28.0;M;1431.0;6142.0
36.0;M;1442.0;6142.0
37.0;M;1437.0;6143.0
38.0;M;1339.0;6143.0
24.0;M;1450.0;6143.0
22.0;M;1431.0;6144.0
20.0;M;1465.0;6144.0
35.0;K;1418.0;6144.0
37.0;K;1406.0;6145.0
23.0;M;1432.0;6145.0
50.0;M;1409.0;6145.0
41.0;M;1395.0;6146.0
38.0;M;1425.0;6147.0
27.0;M;1449.0;6147.0
44.0;M;1430.0;6147.0
42.0;M;1709.0;6147.0
28.0;M;1447.0;6148.0
48.0;M;1420.0;6149.0
28.0;M;1447.0;6149.0
;M;1317.0;6149.0
39.0;K;1403.0;6150.0
36.0;M;1403.0;6150.0
33.0;M;1458.0;6151.0
20.0;M;1453.0;6152.0
46.0;M;1381.0;6152.0
51.0;M;1379.0;6152.0
38.0;M;1366.0;6153.0
66.0;M;1374.0;6154.0
53.0;M;1451.0;6155.0
42.0;K;1432.0;6155.0
51.0;M;1434.0;6155.0
33.0;M;1415.0;6156.0
55.0;M;1429.0;6156.0
41.0;M;1445.0;6157.0
28.0;M;1446.0;6157.0
30.0;M;1489.0;6158.0
42.0;M;1332.0;6159.0
45.0;M;1374.0;6159.0
40.0;M;1411.0;6161.0
35.0;M;1421.0;6162.0
39.0;M;1393.0;6162.0
55.0;M;1358.0;6164.0
30.0;M;1377.0;6164.0
48.0;M;1429.0;6164.0
46.0;M;1359.0;6165.0
56.0;M;1383.0;6165.0
38.0;M;1278.0;6165.0
24.0;M;1484.0;6166.0
47.0;M;1362.0;6166.0
44.0;M;1440.0;6166.0
46.0;M;1452.0;6167.0
37.0;M;1399.0;6167.0
52.0;M;1465.0;6168.0
32.0;M;1420.0;6168.0
50.0;M;1373.0;6169.0
50.0;M;1369.0;6169.0
51.0;K;1437.0;6169.0
40.0;M;1444.0;6169.0
30.0;K;1362.0;6170.0
50.0;M;1461.0;6170.0
47.0;M;1388.0;6171.0
42.0;M;1431.0;6171.0
53.0;M;1655.0;6172.0
23.0;M;1526.0;6173.0
27.0;M;1520.0;6173.0
47.0;M;1387.0;6173.0
49.0;M;1524.0;6173.0
25.0;M;1431.0;6173.0
41.0;M;1401.0;6174.0
46.0;M;1463.0;6174.0
64.0;M;1363.0;6176.0
40.0;M;1416.0;6176.0
41.0;K;1450.0;6176.0
35.0;M;1444.0;6178.0
41.0;M;1456.0;6178.0
31.0;M;1441.0;6179.0
41.0;M;1465.0;6179.0
20.0;M;1375.0;6179.0
58.0;M;1482.0;6182.0
46.0;M;1416.0;6183.0
36.0;M;1459.0;6185.0
50.0;M;1454.0;6185.0
35.0;M;1452.0;6186.0
26.0;M;1339.0;6187.0
44.0;M;1418.0;6188.0
38.0;M;1456.0;6188.0
39.0;M;1397.0;6188.0
50.0;M;1407.0;6188.0
49.0;M;1378.0;6190.0
33.0;M;1391.0;6190.0
51.0;M;1345.0;6190.0
43.0;M;1469.0;6191.0
43.0;K;1435.0;6192.0
48.0;M;1423.0;6192.0
34.0;M;1382.0;6192.0
41.0;M;1474.0;6193.0
53.0;M;1388.0;6193.0
50.0;M;1459.0;6194.0
35.0;M;1377.0;6197.0
45.0;M;1359.0;6197.0
43.0;M;1419.0;6197.0
38.0;M;1444.0;6197.0
49.0;M;1400.0;6198.0
31.0;M;1435.0;6198.0
47.0;M;1481.0;6199.0
56.0;M;1461.0;6199.0
47.0;M;1448.0;6200.0
29.0;M;1369.0;6200.0
37.0;M;1382.0;6200.0
30.0;M;1509.0;6201.0
62.0;M;1443.0;6201.0
29.0;M;1457.0;6202.0
24.0;M;1308.0;6202.0
40.0;M;1443.0;6202.0
31.0;M;1433.0;6203.0
48.0;M;1336.0;6204.0
22.0;K;1448.0;6204.0
29.0;M;1356.0;6204.0
54.0;M;1396.0;6205.0
33.0;M;1433.0;6206.0
44.0;M;1436.0;6207.0
38.0;M;1479.0;6207.0
42.0;M;1410.0;6207.0
39.0;M;1285.0;6207.0
34.0;K;1470.0;6207.0
50.0;M;1358.0;6208.0
51.0;M;1403.0;6208.0
32.0;M;1470.0;6210.0
44.0;M;1381.0;6210.0
29.0;K;1432.0;6211.0
26.0;M;1412.0;6212.0
37.0;M;1420.0;6213.0
40.0;M;1450.0;6213.0
33.0;M;1407.0;6213.0
35.0;M;1442.0;6213.0
47.0;M;1345.0;6213.0
41.0;M;1301.0;6214.0
26.0;M;1443.0;6214.0
36.0;M;1386.0;6215.0
39.0;M;1435.0;6215.0
32.0;M;1443.0;6216.0
28.0;M;1470.0;6216.0
30.0;M;1383.0;6217.0
27.0;M;1346.0;6217.0
44.0;M;1418.0;6218.0
42.0;M;1444.0;6218.0
39.0;M;1446.0;6218.0
47.0;M;1311.0;6218.0
47.0;M;1381.0;6219.0
34.0;M;1387.0;6219.0
41.0;M;1390.0;6219.0
46.0;M;1448.0;6219.0
61.0;M;1437.0;6220.0
47.0;M;1459.0;6220.0
53.0;M;1403.0;6220.0
48.0;M;1474.0;6220.0
27.0;M;1433.0;6220.0
43.0;M;1339.0;6220.0
53.0;M;1372.0;6221.0
33.0;M;1244.0;6221.0
34.0;M;1444.0;6221.0
35.0;M;1503.0;6222.0
30.0;M;1413.0;6223.0
55.0;M;1500.0;6224.0
32.0;M;1452.0;6224.0
41.0;K;1394.0;6224.0
48.0;M;1432.0;6224.0
63.0;M;1444.0;6224.0
26.0;M;1428.0;6224.0
49.0;M;1440.0;6224.0
49.0;M;1458.0;6224.0
45.0;M;1414.0;6225.0
35.0;M;1442.0;6225.0
42.0;M;1386.0;6225.0
42.0;K;1414.0;6226.0
33.0;K;1440.0;6226.0
36.0;M;;6226.0
27.0;M;1478.0;6227.0
48.0;M;1450.0;6227.0
40.0;M;1452.0;6227.0
23.0;M;1440.0;6227.0
28.0;M;1455.0;6227.0
44.0;M;1475.0;6228.0
37.0;M;1466.0;6228.0
32.0;M;1434.0;6228.0
50.0;M;1398.0;6228.0
38.0;M;1306.0;6229.0
21.0;M;1450.0;6229.0
33.0;M;1452.0;6229.0
23.0;M;1462.0;6229.0
47.0;M;1425.0;6230.0
39.0;M;1420.0;6231.0
45.0;M;1353.0;6232.0
59.0;M;1440.0;6232.0
23.0;M;1465.0;6233.0
27.0;M;1476.0;6233.0
32.0;M;1430.0;6234.0
47.0;M;1411.0;6234.0
27.0;M;1425.0;6234.0
31.0;M;1506.0;6234.0
66.0;M;1432.0;6235.0
26.0;M;1358.0;6235.0
40.0;M;1439.0;6235.0
47.0;M;1454.0;6236.0
32.0;M;1448.0;6237.0
30.0;K;1445.0;6237.0
25.0;M;1539.0;6237.0
40.0;M;1476.0;6237.0
28.0;M;1437.0;6238.0
44.0;M;1441.0;6238.0
51.0;M;1458.0;6238.0
38.0;M;1463.0;6238.0
39.0;M;1442.0;6239.0
19.0;M;1477.0;6239.0
20.0;M;1378.0;6239.0
44.0;M;1418.0;6240.0
35.0;M;1465.0;6240.0
59.0;M;1455.0;6240.0
49.0;M;1483.0;6240.0
42.0;M;1449.0;6241.0
38.0;M;1376.0;6242.0
62.0;M;1424.0;6242.0
22.0;K;1448.0;6242.0
65.0;M;1424.0;6242.0
54.0;M;1414.0;6243.0
60.0;M;1396.0;6243.0
38.0;K;1442.0;6243.0
32.0;M;1492.0;6243.0
41.0;M;1377.0;6244.0
46.0;M;1390.0;6244.0
39.0;M;1447.0;6245.0
36.0;M;1452.0;6245.0
42.0;M;1463.0;6245.0
41.0;M;1411.0;6245.0
37.0;M;1450.0;6245.0
40.0;M;1409.0;6245.0
44.0;M;1507.0;6246.0
38.0;M;1432.0;6246.0
32.0;M;1377.0;6247.0
49.0;M;1477.0;6247.0
30.0;M;1453.0;6248.0
38.0;M;1451.0;6250.0
42.0;M;1387.0;6250.0
33.0;M;1445.0;6250.0
39.0;M;1459.0;6251.0
41.0;M;1496.0;6251.0
33.0;M;1481.0;6252.0
40.0;M;1495.0;6253.0
44.0;M;1529.0;6254.0
42.0;M;1442.0;6255.0
39.0;M;1382.0;6255.0
29.0;K;1431.0;6256.0
39.0;M;1474.0;6256.0
45.0;M;1487.0;6256.0
29.0;M;1455.0;6256.0
54.0;K;1442.0;6256.0
47.0;M;1438.0;6256.0
34.0;M;1475.0;6256.0
21.0;M;1460.0;6257.0
47.0;M;1464.0;6258.0
44.0;M;1469.0;6258.0
41.0;M;1440.0;6258.0
36.0;K;1541.0;6259.0
36.0;M;1413.0;6259.0
57.0;M;1424.0;6259.0
38.0;K;1418.0;6259.0
44.0;K;1450.0;6259.0
40.0;M;1361.0;6260.0
48.0;M;1411.0;6262.0
21.0;M;1465.0;6262.0
47.0;M;1402.0;6263.0
38.0;M;1478.0;6263.0
32.0;M;1458.0;6263.0
51.0;M;1409.0;6264.0
41.0;K;1375.0;6264.0
53.0;M;1465.0;6264.0
43.0;M;1479.0;6264.0
35.0;M;1472.0;6265.0
30.0;M;1398.0;6265.0
47.0;M;1395.0;6265.0
40.0;M;1479.0;6266.0
21.0;M;1493.0;6266.0
23.0;M;1439.0;6267.0
28.0;M;1389.0;6267.0
28.0;M;1368.0;6267.0
52.0;K;1436.0;6267.0
43.0;M;1399.0;6269.0
30.0;M;1449.0;6269.0
41.0;M;1425.0;6270.0
49.0;M;1237.0;6271.0
42.0;M;1442.0;6271.0
60.0;M;1360.0;6271.0
47.0;M;1473.0;6272.0
43.0;M;1303.0;6272.0
36.0;M;1464.0;6272.0
51.0;M;1471.0;6272.0
46.0;M;1524.0;6273.0
41.0;M;1459.0;6274.0
64.0;M;1489.0;6274.0
40.0;K;1467.0;6274.0
48.0;M;1432.0;6275.0
54.0;M;1468.0;6275.0
44.0;M;1440.0;6275.0
44.0;K;1489.0;6275.0
46.0;K;1440.0;6275.0
28.0;M;1476.0;6275.0
41.0;M;1459.0;6276.0
47.0;M;1473.0;6276.0
33.0;M;1453.0;6276.0
32.0;M;1393.0;6277.0
39.0;M;1480.0;6278.0
53.0;M;1420.0;6278.0
48.0;M;1438.0;6278.0
48.0;M;1466.0;6278.0
43.0;M;1374.0;6279.0
53.0;M;1463.0;6280.0
34.0;K;1437.0;6280.0
33.0;M;1490.0;6281.0
48.0;M;1399.0;6281.0
44.0;M;1394.0;6281.0
33.0;M;1304.0;6282.0
49.0;M;1501.0;6282.0
34.0;M;1466.0;6282.0
30.0;M;1341.0;6283.0
31.0;M;1399.0;6283.0
37.0;M;1469.0;6284.0
28.0;M;1440.0;6284.0
33.0;M;1309.0;6284.0
37.0;M;1414.0;6285.0
40.0;M;1462.0;6285.0
54.0;M;1467.0;6285.0
49.0;M;1471.0;6285.0
35.0;M;1447.0;6285.0
30.0;K;1428.0;6287.0
31.0;M;1336.0;6287.0
44.0;M;1479.0;6288.0
34.0;M;1477.0;6289.0
45.0;M;1465.0;6290.0
35.0;M;1493.0;6290.0
35.0;M;1423.0;6290.0
28.0;M;1552.0;6290.0
35.0;M;1400.0;6291.0
33.0;M;1499.0;6292.0
33.0;M;1474.0;6292.0
50.0;M;1421.0;6292.0
52.0;M;1442.0;6292.0
39.0;K;1452.0;6295.0
31.0;M;1498.0;6295.0
32.0;M;1436.0;6295.0
34.0;M;1490.0;6295.0
29.0;K;1483.0;6296.0
29.0;M;1399.0;6296.0
47.0;M;1509.0;6297.0
39.0;M;1461.0;6297.0
45.0;K;1437.0;6300.0
29.0;M;1396.0;6300.0
42.0;M;1471.0;6300.0
40.0;M;1338.0;6301.0
32.0;K;1421.0;6301.0
27.0;M;1588.0;6302.0
49.0;M;1490.0;6302.0
23.0;M;1455.0;6302.0
31.0;M;1529.0;6302.0
42.0;M;1481.0;6302.0
37.0;M;1476.0;6302.0
47.0;K;1455.0;6304.0
32.0;M;1414.0;6304.0
30.0;M;1453.0;6304.0
45.0;M;1444.0;6306.0
42.0;M;1529.0;6306.0
62.0;M;1342.0;6306.0
44.0;K;1466.0;6306.0
46.0;M;1484.0;6307.0
37.0;M;1446.0;6307.0
39.0;M;1451.0;6309.0
35.0;M;1379.0;6309.0
48.0;M;1464.0;6310.0
25.0;K;1436.0;6310.0
31.0;M;1450.0;6310.0
18.0;M;1475.0;6311.0
33.0;K;1440.0;6311.0
51.0;M;1461.0;6312.0
38.0;M;1497.0;6312.0
38.0;M;1252.0;6314.0
32.0;K;1522.0;6315.0
33.0;K;1450.0;6315.0
35.0;M;1522.0;6315.0
35.0;M;1418.0;6316.0
42.0;K;1436.0;6317.0
;K;1452.0;6318.0
34.0;M;1462.0;6318.0
35.0;M;1420.0;6318.0
34.0;M;1358.0;6319.0
39.0;M;1495.0;6319.0
42.0;M;1371.0;6319.0
26.0;M;1482.0;6319.0
29.0;M;1468.0;6320.0
43.0;M;1465.0;6320.0
41.0;M;1484.0;6321.0
27.0;M;1439.0;6323.0
39.0;M;1460.0;6323.0
38.0;M;1496.0;6324.0
26.0;M;1506.0;6325.0
30.0;M;1401.0;6325.0
30.0;K;1369.0;6325.0
40.0;M;1451.0;6325.0
32.0;M;1432.0;6325.0
50.0;M;1443.0;6326.0
43.0;M;1449.0;6326.0
41.0;M;1377.0;6327.0
46.0;M;1450.0;6327.0
23.0;M;1376.0;6329.0
44.0;M;1473.0;6329.0
17.0;M;1307.0;6329.0
46.0;K;1509.0;6329.0
37.0;M;1489.0;6329.0
35.0;M;1443.0;6329.0
48.0;M;1413.0;6329.0
33.0;M;1444.0;6330.0
39.0;M;1505.0;6330.0
30.0;M;1443.0;6330.0
44.0;M;1505.0;6330.0
27.0;M;1435.0;6330.0
37.0;M;1431.0;6331.0
23.0;M;1453.0;6331.0
40.0;M;1474.0;6331.0
32.0;M;1482.0;6332.0
22.0;M;1562.0;6332.0
48.0;M;1451.0;6332.0
43.0;M;1405.0;6332.0
36.0;M;1481.0;6333.0
53.0;K;1511.0;6333.0
31.0;M;1448.0;6333.0
48.0;M;1478.0;6334.0
29.0;K;1439.0;6334.0
27.0;M;1392.0;6334.0
30.0;M;1420.0;6334.0
52.0;M;1480.0;6335.0
24.0;M;1456.0;6335.0
34.0;K;1370.0;6336.0
52.0;K;1453.0;6336.0
;M;1476.0;6336.0
39.0;M;1459.0;6337.0
31.0;M;1522.0;6338.0
40.0;M;1383.0;6338.0
45.0;M;1382.0;6338.0
23.0;M;1422.0;6338.0
29.0;M;1417.0;6338.0
45.0;M;1456.0;6339.0
54.0;M;1487.0;6339.0
41.0;K;1471.0;6339.0
28.0;M;1423.0;6340.0
28.0;M;1494.0;6340.0
56.0;M;1439.0;6340.0
46.0;M;1473.0;6341.0
48.0;K;1486.0;6341.0
23.0;M;1492.0;6341.0
60.0;M;1509.0;6342.0
29.0;M;1506.0;6342.0
41.0;M;1483.0;6342.0
37.0;M;1451.0;6342.0
40.0;M;1469.0;6342.0
42.0;M;1428.0;6343.0
44.0;M;1486.0;6343.0
25.0;M;1454.0;6344.0
25.0;M;1497.0;6345.0
45.0;M;1426.0;6345.0
31.0;M;1471.0;6346.0
42.0;M;1385.0;6346.0
23.0;M;1481.0;6347.0
35.0;M;1337.0;6347.0
51.0;M;1415.0;6347.0
24.0;M;1495.0;6348.0
48.0;M;1492.0;6348.0
22.0;M;1341.0;6348.0
42.0;M;1351.0;6349.0
38.0;M;1461.0;6350.0
41.0;M;1513.0;6350.0
34.0;M;1453.0;6350.0
23.0;M;1461.0;6351.0
38.0;M;1455.0;6351.0
40.0;M;1406.0;6352.0
33.0;K;1367.0;6352.0
37.0;K;1438.0;6353.0
35.0;M;1417.0;6353.0
42.0;M;1471.0;6353.0
43.0;M;1487.0;6353.0
42.0;M;1484.0;6354.0
47.0;M;1482.0;6354.0
45.0;M;1527.0;6354.0
39.0;M;1398.0;6354.0
34.0;M;1443.0;6354.0
36.0;M;1520.0;6355.0
49.0;M;1519.0;6355.0
49.0;M;1492.0;6356.0
28.0;K;1444.0;6356.0
47.0;M;1477.0;6357.0
31.0;M;1487.0;6359.0
33.0;M;1458.0;6359.0
45.0;M;1477.0;6359.0
32.0;M;1530.0;6359.0
25.0;M;1555.0;6360.0
44.0;M;1483.0;6360.0
28.0;M;1485.0;6360.0
33.0;M;1466.0;6360.0
39.0;M;1555.0;6361.0
51.0;M;1480.0;6361.0
45.0;M;1439.0;6361.0
31.0;K;1526.0;6361.0
22.0;M;1451.0;6362.0
44.0;M;1541.0;6362.0
40.0;M;1471.0;6362.0
47.0;M;1520.0;6362.0
41.0;M;1373.0;6363.0
46.0;M;1416.0;6364.0
38.0;M;1485.0;6364.0
38.0;M;1455.0;6364.0
44.0;M;1468.0;6365.0
46.0;K;1484.0;6365.0
42.0;M;1389.0;6365.0
33.0;M;1372.0;6367.0
40.0;M;1455.0;6367.0
44.0;M;1477.0;6367.0
35.0;M;1507.0;6367.0
30.0;M;1496.0;6368.0
50.0;K;1529.0;6368.0
28.0;K;1433.0;6369.0
44.0;M;1460.0;6370.0
48.0;M;1440.0;6370.0
35.0;M;1516.0;6371.0
40.0;M;1578.0;6371.0
41.0;K;1448.0;6371.0
27.0;M;1455.0;6372.0
29.0;M;1407.0;6372.0
32.0;M;1413.0;6372.0
33.0;M;1451.0;6373.0
50.0;M;1490.0;6373.0
42.0;M;1443.0;6374.0
33.0;M;1455.0;6374.0
30.0;M;1527.0;6374.0
27.0;K;1481.0;6374.0
43.0;M;1504.0;6375.0
45.0;M;1444.0;6375.0
18.0;M;1373.0;6375.0
30.0;M;1497.0;6376.0
32.0;M;1447.0;6376.0
25.0;M;1446.0;6376.0
39.0;K;1421.0;6377.0
48.0;M;1554.0;6377.0
26.0;M;1536.0;6377.0
35.0;M;1526.0;6377.0
24.0;M;1446.0;6378.0
51.0;M;1499.0;6378.0
35.0;M;1457.0;6378.0
49.0;M;1395.0;6378.0
30.0;M;1526.0;6378.0
44.0;M;1510.0;6378.0
36.0;M;1467.0;6379.0
43.0;M;1468.0;6379.0
31.0;M;1487.0;6381.0
44.0;M;1485.0;6382.0
39.0;M;1484.0;6382.0
29.0;M;1444.0;6382.0
58.0;M;1308.0;6383.0
33.0;M;1451.0;6383.0
41.0;K;1547.0;6383.0
64.0;M;1518.0;6383.0
50.0;M;1385.0;6384.0
56.0;M;1443.0;6384.0
52.0;M;1458.0;6384.0
29.0;K;1458.0;6385.0
35.0;K;1454.0;6385.0
29.0;M;1445.0;6386.0
29.0;M;1494.0;6386.0
